0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.921568627450980338e-01,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,6.470588235294117974e-01,1.000000000000000000e+00,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
5.647058823529411686e-01,5.647058823529411686e-01,9.333333333333333481e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,3.921568627450980338e-01,1.000000000000000000e+00
